MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Screen Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
20,RL,68.0,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,724.0,GasA,Ex,Y,FuseA,952,0,0.0,1,2,TA,4,Typ,0,Missing,Detchd,1956.0,Unf,283.0,TA,TA,Y,0,0,0,4,2008,WD ,Normal,135750
20,RL,80.0,8700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776.0,Unf,344.0,GasA,Gd,Y,SBrkr,1128,0,1.0,2,3,TA,6,Typ,0,Missing,Attchd,1963.0,RFn,525.0,TA,TA,Y,192,20,0,12,2008,WD ,Normal,155000
20,RL,100.0,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,935.0,GasA,Gd,Y,SBrkr,1425,0,0.0,2,3,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,576.0,TA,TA,Y,0,0,0,7,2008,WD ,Normal,180500
80,RL,82.0,9020,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312.0,ALQ,276.0,GasA,TA,Y,SBrkr,1165,0,1.0,1,3,TA,6,Typ,0,Missing,Attchd,1966.0,RFn,490.0,Gd,Gd,Y,0,129,0,5,2008,WD ,Normal,174900
20,RL,80.0,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,892.0,Unf,244.0,GasA,TA,Y,SBrkr,1136,0,1.0,1,3,TA,5,Typ,1,Gd,Attchd,1965.0,RFn,384.0,TA,TA,Y,426,0,0,7,2008,WD ,Normal,140000
20,RL,75.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787.0,Unf,305.0,GasA,Ex,Y,SBrkr,1092,0,1.0,1,3,TA,6,Typ,0,Missing,Attchd,1964.0,RFn,504.0,TA,Gd,Y,0,0,0,7,2008,WD ,Normal,145000
80,RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,Missing,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633.0,Unf,586.0,GasA,Gd,Y,SBrkr,1265,0,0.0,2,3,Gd,6,Typ,1,Gd,Attchd,1965.0,RFn,502.0,TA,TA,Y,0,92,0,10,2008,WD ,Normal,179900
80,RL,82.0,9020,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624.0,Rec,288.0,GasA,TA,Y,SBrkr,1350,0,1.0,1,3,TA,6,Typ,0,Missing,Attchd,1964.0,RFn,520.0,TA,TA,Y,176,0,0,6,2008,WD ,Normal,168500
20,RL,90.0,9900,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Plywood,Plywood,Missing,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,1114.0,GasA,TA,Y,SBrkr,1114,0,1.0,1,3,TA,5,Typ,0,Missing,Attchd,1961.0,RFn,451.0,TA,TA,Y,0,0,164,5,2008,COD,Abnorml,140000
20,RL,72.0,10007,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806.0,Unf,247.0,GasA,Ex,Y,SBrkr,1053,0,1.0,1,3,Gd,5,Typ,0,Missing,Attchd,1959.0,RFn,312.0,TA,TA,Y,0,0,0,8,2008,WD ,Normal,145500
20,RL,80.0,10721,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,HdBoard,HdBoard,Stone,243.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1252.0,GasA,Ex,Y,SBrkr,1252,0,0.0,1,3,Gd,7,Typ,0,Missing,Detchd,1960.0,Unf,528.0,TA,TA,Y,0,39,0,10,2008,WD ,Normal,142000
20,RL,68.0,12493,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,PConc,TA,TA,No,ALQ,419.0,Rec,375.0,GasA,TA,Y,SBrkr,1100,0,1.0,1,3,TA,6,Typ,1,Po,Attchd,1960.0,RFn,312.0,TA,TA,Y,355,0,0,4,2008,WD ,Normal,141000
20,RL,68.0,11332,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2000,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,528.0,Unf,590.0,GasA,Ex,Y,SBrkr,1118,0,1.0,1,3,Gd,6,Typ,0,Missing,Attchd,1960.0,RFn,264.0,TA,TA,Y,290,0,0,8,2008,WD ,Normal,153000
20,RL,68.0,6627,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,CBlock,Missing,Missing,Missing,Missing,0.0,Missing,0.0,Floor,TA,N,SBrkr,720,0,0.0,1,2,TA,4,Typ,0,Missing,Detchd,1955.0,Unf,287.0,TA,Fa,Y,0,0,0,7,2008,WD ,Normal,72500
30,RL,56.0,4130,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,270.0,GasA,Gd,Y,SBrkr,729,0,0.0,1,2,TA,5,Maj2,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,0,0,0,7,2008,WD ,Normal,52000
190,RL,50.0,7420,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,5,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,851.0,Unf,140.0,GasA,Ex,Y,SBrkr,1077,0,1.0,1,2,TA,5,Typ,2,TA,Attchd,1939.0,RFn,205.0,Gd,TA,Y,0,4,0,1,2008,WD ,Normal,118000
70,RL,50.0,4882,Pave,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,PConc,TA,TA,No,Rec,120.0,Unf,228.0,GasA,TA,Y,SBrkr,453,453,0.0,1,2,TA,5,Typ,0,Missing,Basment,1937.0,Unf,231.0,Fa,TA,Y,0,0,0,9,2008,WD ,Normal,87000
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203.0,Fa,Fa,CBlock,TA,TA,No,Rec,658.0,Unf,638.0,GasA,TA,Y,SBrkr,1496,0,0.0,2,3,Gd,6,Typ,0,Missing,Attchd,1960.0,RFn,450.0,TA,TA,Y,0,22,0,2,2008,WD ,Normal,141500
50,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,280.0,Unf,752.0,GasA,TA,Y,FuseA,1032,220,0.0,1,3,TA,6,Typ,0,Missing,Attchd,1950.0,Unf,288.0,TA,TA,Y,0,0,0,4,2008,WD ,Abnorml,119000
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2006,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,32.0,Rec,232.0,GasA,Gd,Y,SBrkr,1337,0,1.0,1,3,Gd,7,Typ,1,Gd,Attchd,1950.0,RFn,264.0,TA,TA,Y,0,192,0,9,2008,WD ,Normal,141500
80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1996,Hip,CompShg,AsbShng,AsbShng,Missing,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,831.0,Unf,161.0,GasA,Gd,Y,SBrkr,1661,0,1.0,1,3,Gd,8,Typ,1,TA,BuiltIn,1955.0,RFn,377.0,TA,TA,Y,0,28,178,10,2008,WD ,Normal,165500
20,RL,63.0,7584,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,LwQ,531.0,Unf,505.0,GasA,Ex,Y,SBrkr,1036,0,0.0,1,3,TA,5,Typ,0,Missing,Attchd,1953.0,RFn,312.0,TA,TA,Y,120,24,0,6,2008,WD ,Normal,112900
60,RL,68.0,13700,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454.0,Unf,410.0,GasA,TA,Y,SBrkr,902,918,0.0,1,4,Gd,8,Typ,2,Gd,Attchd,1965.0,Unf,492.0,TA,TA,Y,60,84,273,5,2008,WD ,Normal,201800
20,RL,80.0,10197,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288.0,Rec,700.0,GasA,TA,Y,SBrkr,1362,0,1.0,1,3,TA,6,Typ,1,TA,Attchd,1961.0,Unf,504.0,TA,TA,Y,0,20,0,6,2008,COD,Normal,163000
20,RL,75.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572.0,Unf,572.0,GasA,Gd,Y,SBrkr,1144,0,1.0,1,3,TA,6,Typ,0,Missing,Attchd,1961.0,Unf,456.0,TA,TA,Y,0,0,0,9,2008,WD ,Normal,139950
20,RL,80.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,1319.0,GasA,TA,Y,SBrkr,1537,0,1.0,1,3,Gd,7,Typ,1,Gd,Attchd,1962.0,RFn,462.0,TA,TA,Y,0,36,0,7,2008,COD,Abnorml,174000
80,RL,101.0,9150,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,Unf,728.0,GasA,Gd,Y,SBrkr,1431,0,0.0,1,3,TA,6,Typ,1,Gd,Basment,1962.0,RFn,296.0,TA,TA,Y,64,110,0,12,2008,WD ,Normal,165000
60,RL,90.0,14670,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1966,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,410.0,Gd,Gd,CBlock,TA,TA,No,BLQ,575.0,Unf,529.0,GasA,Ex,Y,SBrkr,1104,884,0.0,2,4,Gd,9,Typ,1,Gd,Attchd,1966.0,RFn,480.0,TA,TA,Y,0,230,0,8,2008,WD ,Normal,227000
20,RL,68.0,7390,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,151.0,TA,TA,CBlock,TA,TA,No,ALQ,902.0,Unf,196.0,GasA,TA,Y,SBrkr,1098,0,1.0,1,3,TA,6,Typ,0,Missing,Attchd,1955.0,Unf,260.0,TA,TA,Y,0,0,0,7,2008,WD ,Normal,135000
20,RL,71.0,9204,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,25.0,Rec,247.0,GasA,TA,Y,SBrkr,1144,0,1.0,1,3,TA,6,Typ,0,Missing,Detchd,1962.0,Unf,336.0,TA,TA,Y,0,88,0,8,2008,COD,Normal,124000
20,RL,70.0,7763,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504.0,BLQ,319.0,GasA,TA,Y,SBrkr,1283,0,1.0,1,3,TA,6,Typ,0,Missing,Detchd,1980.0,Unf,506.0,TA,TA,Y,0,0,0,10,2008,WD ,Normal,140000
20,RL,74.0,8856,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,621.0,LwQ,503.0,GasA,TA,Y,SBrkr,1176,0,1.0,1,3,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,292.0,TA,TA,Y,0,88,95,5,2008,WD ,Normal,136500
20,RL,82.0,9840,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1998,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1053.0,Unf,195.0,GasA,TA,Y,SBrkr,1440,0,1.0,2,2,Gd,7,Typ,0,Missing,Attchd,1959.0,RFn,480.0,TA,TA,Y,150,0,256,6,2008,WD ,Normal,185000
20,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662.0,Unf,599.0,GasA,Ex,Y,SBrkr,1261,0,1.0,1,3,TA,6,Typ,1,TA,Attchd,1958.0,RFn,433.0,TA,TA,Y,0,0,288,11,2008,WD ,Normal,163000
20,RL,90.0,13200,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,187.0,TA,TA,CBlock,TA,TA,No,LwQ,958.0,Unf,437.0,GasA,Ex,Y,SBrkr,1570,0,1.0,1,3,TA,5,Typ,1,TA,Attchd,1958.0,RFn,441.0,TA,TA,Y,490,0,0,5,2008,WD ,Normal,166800
20,RL,72.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,580.0,GasA,Gd,Y,FuseA,1196,0,1.0,1,2,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,297.0,TA,TA,Y,0,44,0,5,2008,WD ,Normal,139000
20,RL,80.0,11900,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040.0,Unf,352.0,GasA,TA,Y,FuseA,1392,0,1.0,1,3,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,458.0,TA,TA,Y,0,0,192,6,2008,WD ,Normal,166000
20,RL,75.0,9464,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570.0,Unf,510.0,GasA,Gd,Y,SBrkr,1080,0,0.0,1,3,TA,5,Typ,0,Missing,Attchd,1958.0,Unf,288.0,TA,TA,Y,0,0,130,6,2008,WD ,Normal,136000
20,RL,75.0,10425,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,774.0,Unf,330.0,GasA,Gd,Y,SBrkr,1104,0,1.0,1,3,TA,5,Typ,0,Missing,Attchd,1956.0,RFn,384.0,TA,TA,Y,0,0,0,4,2008,WD ,Normal,133000
20,RL,60.0,11556,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,Stone,52.0,TA,TA,CBlock,TA,TA,No,Rec,148.0,Unf,572.0,GasA,Ex,Y,FuseA,882,0,1.0,1,2,Gd,4,Typ,0,Missing,Attchd,1952.0,Unf,240.0,TA,TA,Y,0,0,0,5,2008,WD ,Normal,116000
20,RL,102.0,9373,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,Rec,500.0,LwQ,456.0,GasA,TA,Y,SBrkr,1152,0,0.0,1,3,TA,6,Typ,0,Missing,Detchd,1971.0,Unf,636.0,TA,TA,Y,0,0,0,5,2008,WD ,Normal,137500
20,RL,68.0,12774,Pave,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,LwQ,232.0,GasW,TA,N,SBrkr,950,0,0.0,1,2,TA,5,Typ,0,Missing,Detchd,1953.0,Unf,400.0,TA,TA,Y,0,32,0,7,2008,WD ,Normal,130000
20,RL,95.0,14250,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,998.0,GasA,TA,Y,SBrkr,1790,0,0.0,2,3,TA,6,Typ,2,Gd,Attchd,1957.0,Fin,540.0,TA,TA,Y,0,40,0,9,2008,WD ,Normal,180000
20,RL,60.0,7350,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852.0,Unf,100.0,GasA,TA,Y,SBrkr,952,0,1.0,1,2,TA,4,Typ,0,Missing,Detchd,1988.0,Unf,840.0,TA,TA,Y,0,0,0,6,2008,COD,Abnorml,139000
20,RL,57.0,7677,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570.0,Unf,203.0,GasA,Gd,Y,SBrkr,773,0,0.0,1,2,TA,4,Typ,0,Missing,Attchd,1953.0,Unf,240.0,TA,TA,Y,0,0,0,4,2008,WD ,Abnorml,110000
20,RL,71.0,8838,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1957,1982,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,Missing,Missing,Missing,Missing,0.0,Missing,0.0,GasA,Gd,Y,SBrkr,1764,0,0.0,2,4,TA,7,Maj2,1,TA,Attchd,1957.0,Fin,301.0,TA,TA,Y,0,72,0,10,2008,WD ,Normal,100000
50,RL,80.0,8480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,390.0,GasA,TA,Y,SBrkr,832,384,0.0,1,2,TA,6,Typ,0,Missing,Detchd,1947.0,Unf,336.0,TA,TA,Y,158,0,0,10,2008,COD,Abnorml,118500
90,RL,76.0,12436,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1824.0,GasA,Fa,Y,FuseA,1824,0,0.0,2,5,TA,9,Typ,0,Missing,Detchd,1958.0,Unf,484.0,TA,TA,Y,0,0,0,1,2008,WD ,Normal,146000
20,RL,60.0,10122,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,GasA,TA,N,SBrkr,869,0,0.0,1,1,TA,3,Typ,0,Missing,Detchd,1948.0,Unf,390.0,Fa,TA,N,0,0,0,8,2008,WD ,Normal,89900
50,RL,45.0,7506,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,747.0,GasA,TA,Y,SBrkr,747,412,0.0,1,3,TA,5,Typ,0,Missing,Detchd,1932.0,Unf,288.0,Fa,TA,N,84,0,0,5,2008,WD ,Normal,114000
50,RL,60.0,10930,Pave,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,580.0,Unf,333.0,GasA,TA,Y,FuseA,1048,510,1.0,1,3,TA,6,Typ,1,TA,Attchd,1962.0,Unf,288.0,TA,TA,Y,0,0,0,4,2008,WD ,Normal,140000
30,RL,60.0,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,672.0,GasA,Gd,Y,SBrkr,672,0,0.0,1,2,TA,4,Typ,0,Missing,Detchd,1997.0,Unf,308.0,TA,TA,N,88,108,0,7,2008,WD ,Normal,86900
50,RL,60.0,10836,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,892.0,GasA,Ex,Y,SBrkr,1254,182,0.0,1,3,TA,7,Typ,1,Gd,Detchd,1968.0,Unf,1488.0,Fa,TA,N,0,0,0,6,2008,WD ,Normal,139000
190,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,Missing,Missing,Missing,Missing,0.0,Missing,0.0,GasA,TA,N,FuseA,694,600,0.0,2,3,TA,7,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,220,114,0,8,2008,WD ,Normal,106250
60,RL,70.0,9247,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319.0,Unf,539.0,GasA,Ex,Y,SBrkr,858,858,0.0,1,4,TA,8,Typ,1,Gd,Attchd,1962.0,Fin,490.0,TA,TA,Y,0,84,120,3,2008,WD ,Normal,171000
20,RL,78.0,10180,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,Plywood,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,744.0,Unf,168.0,GasA,TA,Y,SBrkr,1044,0,0.0,1,3,TA,5,Typ,1,Fa,Attchd,1990.0,Fin,372.0,TA,TA,Y,200,48,0,6,2008,WD ,Normal,139000
20,RL,76.0,11355,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637.0,Unf,675.0,GasA,Ex,Y,SBrkr,1312,0,0.0,1,3,TA,6,Typ,1,Gd,Attchd,1958.0,RFn,495.0,TA,TA,Y,0,304,0,4,2008,WD ,Normal,186000
20,RL,68.0,10920,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,BLQ,733.0,Unf,520.0,GasA,TA,Y,SBrkr,1253,0,1.0,1,2,TA,5,Typ,1,Fa,Attchd,1960.0,RFn,352.0,TA,TA,Y,0,213,0,5,2008,WD ,Normal,157000
