Overall Qual,Garage Area,1st Flr SF,Year Built,Full Bath,Year Remod/Add,Garage Yr Blt,Mas Vnr Area,TotRms AbvGrd,Fireplaces,BsmtFin SF 1,Lot Frontage,Wood Deck SF,Open Porch SF,Bsmt Full Bath,2nd Flr SF,Lot Area,Bsmt Unf SF,Bedroom AbvGr,Screen Porch,Overall Cond,MS SubClass,Mo Sold,Yr Sold,SalePrice
-1.0,0.3125,0.3163064833005894,-1.9130434782608696,0.0,-1.1025641025641026,-0.20512820512820512,0.0,2.5,-1.0,-0.5049336509016672,-0.4444444444444444,0.0,-0.38571428571428573,0.0,1.4850640113798008,0.4602179338893285,0.5369415807560137,1.0,0.0,1.0,2.8,-0.5,1.0,122500
0.0,0.5625,-0.4263261296660118,-1.108695652173913,-1.0,0.02564102564102564,-0.23076923076923078,0.0,0.0,-1.0,-0.11976862878530112,-0.4444444444444444,0.0,-0.38571428571428573,0.0,0.8563300142247511,0.2702867230778596,-0.01632302405498282,-1.0,0.0,2.0,0.4,0.0,1.0,140750
-0.5,-0.45703125,-0.10805500982318271,-0.5,-1.0,0.10256410256410256,-0.7435897435897436,0.0,0.5,-1.0,0.5675399795848928,-0.8333333333333334,0.0,-0.38571428571428573,0.0,0.8278805120910384,-0.8814756194070738,-0.45446735395189003,0.0,0.0,1.0,0.0,-0.75,1.0,128500
0.5,-0.64453125,0.14734774066797643,-1.108695652173913,-1.0,0.3076923076923077,-1.3076923076923077,0.0,1.0,0.0,0.1401837359646138,0.0,0.0,-0.38571428571428573,0.0,1.2916073968705548,-0.40348207219821025,0.2912371134020619,0.0,0.0,2.0,0.5,-0.25,1.0,209500
-1.0,-1.09375,-0.6286836935166994,-1.0434782608695652,-1.0,-1.1025641025641026,-1.358974358974359,0.0,-1.0,-1.0,-0.24906430758761483,-1.0,0.8035714285714286,-0.38571428571428573,1.0,0.0,-1.0835819078346625,0.19329896907216496,-1.0,0.0,2.0,-0.4,-0.5,1.0,87000
0.0,-0.9375,-0.93713163064833,-0.7391304347826086,-1.0,-1.1025641025641026,-1.0256410256410255,0.0,-0.5,-1.0,0.11024157876828854,-1.0,0.0,-0.38571428571428573,1.0,0.7453769559032717,-0.8400803555122663,-0.5506872852233677,-1.0,0.0,2.0,0.0,-0.5,1.0,134000
0.0,0.375,-0.4656188605108055,-0.717391304347826,-1.0,-1.1025641025641026,-0.15384615384615385,0.0,0.0,1.0,-0.14562776454576387,-1.0,0.0,-0.38571428571428573,0.0,0.4950213371266003,-0.8400803555122663,-0.26890034364261167,0.0,0.0,1.0,0.0,-0.75,1.0,128000
-0.5,-0.9375,-0.2554027504911591,-0.6739130434782609,-1.0,-1.1025641025641026,-0.9487179487179487,1.8404907975460123,0.5,1.0,-0.01497107859816264,-0.8333333333333334,0.0,-0.38571428571428573,0.0,0.7083926031294452,-0.7524197966762038,-0.2551546391752577,0.0,148.0,1.0,0.0,-0.75,1.0,132000
0.0,-0.65625,-0.5992141453831041,-0.5434782608695652,-1.0,-1.1025641025641026,-0.7948717948717948,0.0,0.0,-1.0,-0.09663150731541341,-1.0,1.3154761904761905,-0.38571428571428573,0.0,0.9046941678520626,-0.8400803555122663,0.02663230240549828,0.0,0.0,2.0,0.0,-0.75,1.0,139900
-0.5,0.5625,-1.0550098231827112,-0.8043478260869565,-1.0,-0.3333333333333333,0.0,0.0,-0.5,-1.0,-0.1292956788023137,-0.8888888888888888,1.8214285714285714,-0.38571428571428573,0.0,0.6998577524893315,-0.7816399829548913,-0.3651202749140893,-1.0,0.0,2.0,0.0,-0.25,1.0,123900
-0.5,0.0,-0.30844793713163066,-0.9347826086956522,0.0,-1.1025641025641026,-1.2564102564102564,0.0,0.5,0.0,0.10479755018713849,-0.8888888888888888,0.0,-0.24285714285714285,0.0,0.8648648648648649,-0.7816399829548913,0.02663230240549828,1.0,0.0,0.0,0.0,-0.75,1.0,138400
0.0,-0.75,-0.03339882121807466,-1.0869565217391304,-1.0,-1.1025641025641026,-1.435897435897436,0.0,-0.5,0.0,0.8016332085743451,-0.9444444444444444,0.0,-0.38571428571428573,1.0,0.0,-0.8108601692335788,-0.5163230240549829,-1.0,0.0,0.0,-0.4,-0.75,1.0,109500
0.5,0.0,-0.35952848722986247,-1.1304347826086956,0.0,-1.1025641025641026,0.28205128205128205,0.0,1.5,-1.0,-0.5049336509016672,-1.0,0.07142857142857142,-0.22857142857142856,0.0,1.1493598862019914,0.20697631947403664,0.19158075601374572,0.0,0.0,1.0,0.4,-0.5,1.0,140000
-1.0,0.359375,-0.38703339882121807,-1.2608695652173914,-1.0,-1.1025641025641026,-1.641025641025641,0.0,1.5,0.0,-0.5049336509016672,-0.6111111111111112,0.9523809523809523,-0.38571428571428573,0.0,1.5277382645803699,-0.33018810494916906,0.7276632302405498,1.0,0.0,0.0,0.0,0.0,1.0,149500
0.0,-1.875,-0.5992141453831041,-1.326086956521739,-1.0,0.41025641025641024,0.0,0.0,0.5,-1.0,-0.5049336509016672,-0.4444444444444444,2.0476190476190474,-0.38571428571428573,0.0,1.1095305832147937,0.8400803555122663,0.5420962199312714,0.0,168.0,3.0,0.4,-0.25,1.0,159900
0.0,-1.171875,-0.831041257367387,-1.1521739130434783,-1.0,0.0,-1.5128205128205128,0.0,0.0,-1.0,-0.5049336509016672,-0.8888888888888888,0.0,-0.38571428571428573,0.0,0.9416785206258891,-1.5540269069215316,0.3393470790378007,0.0,0.0,3.0,0.4,-1.0,1.0,122000
-0.5,0.140625,-0.5284872298624754,-0.21739130434782608,-1.0,-0.7692307692307693,-0.41025641025641024,0.0,-0.5,-1.0,-0.3633889077917659,2.3333333333333335,0.6309523809523809,-0.38571428571428573,1.0,0.0,-0.23814451817130333,-0.7981099656357389,-1.0,0.0,0.0,0.8,-0.25,1.0,110000
-1.0,-1.875,-1.4007858546168959,-0.9347826086956522,0.0,-1.1025641025641026,0.0,0.0,0.5,-1.0,-0.5049336509016672,0.1111111111111111,0.0,-0.38571428571428573,0.0,1.0241820768136558,-0.9374809764412249,-0.7981099656357389,0.0,0.0,0.0,2.8,0.25,1.0,55000
-0.5,0.75,-0.10412573673870335,-1.5869565217391304,0.0,0.07692307692307693,0.5128205128205128,0.0,1.0,0.0,-0.5049336509016672,0.4444444444444444,2.0476190476190474,-0.38571428571428573,0.0,1.1095305832147937,-0.4431728252267608,-0.179553264604811,1.0,0.0,4.0,2.8,-0.25,1.0,140000
0.5,-0.51171875,0.23968565815324164,-0.717391304347826,0.0,-1.1025641025641026,-1.0,0.0,2.0,1.0,-0.5049336509016672,0.0,0.3333333333333333,-0.38571428571428573,0.0,1.701280227596017,3.564862725999878,0.9750859106529209,1.0,0.0,2.0,0.4,0.0,1.0,244400
-0.5,-0.44921875,1.1591355599214146,-0.30434782608695654,0.0,-0.8717948717948718,-0.5128205128205128,0.5521472392638037,1.0,1.0,0.5375978223885676,1.7777777777777777,0.0,1.5,0.0,0.0,1.4154745236500883,0.3290378006872852,0.0,0.0,0.0,-0.6,-0.25,1.0,173000
-0.5,-1.171875,-0.7072691552062869,-1.2173913043478262,-1.0,-1.1025641025641026,-1.5897435897435896,0.0,0.0,-1.0,-0.5049336509016672,0.2222222222222222,0.0,-0.38571428571428573,0.0,0.7098150782361309,0.28781883484507215,0.3857388316151203,0.0,0.0,-2.0,0.0,-1.25,1.0,107500
-0.5,-1.875,0.24950884086444008,-1.2608695652173914,-1.0,-1.1025641025641026,0.0,0.0,0.0,-1.0,0.8914596801633209,-0.4444444444444444,0.0,-0.38571428571428573,1.0,0.25604551920341395,0.10957569854507823,-0.47852233676975947,0.0,0.0,-1.0,2.8,-1.0,1.0,100000
0.0,-0.97265625,-0.9528487229862476,-0.717391304347826,-1.0,-1.1025641025641026,-1.0,0.0,-0.5,-1.0,-0.004083021435862538,-0.16666666666666666,0.0,-0.38571428571428573,0.0,0.45376955903271693,-0.839836853959944,-0.39948453608247425,0.0,0.0,0.0,0.0,-0.75,1.0,95000
-1.0,-1.875,-0.28094302554027506,-1.434782608695652,-1.0,-1.1025641025641026,0.0,0.0,0.5,-1.0,-0.4055801292956788,0.0,0.0,-0.38571428571428573,0.0,1.3399715504978662,-0.7307481585195106,0.2912371134020619,1.0,0.0,-4.0,0.4,-0.75,1.0,93369
-0.5,-0.1171875,-0.29273084479371314,-1.3695652173913044,0.0,-1.1025641025641026,-1.7692307692307692,0.0,0.5,0.0,0.49676760802994213,-0.4444444444444444,0.3333333333333333,1.6714285714285715,1.0,1.058321479374111,-0.8283922810007914,-0.5919243986254296,-1.0,0.0,2.0,2.8,0.0,1.0,114900
-0.5,-1.875,-0.5992141453831041,-2.130434782608696,-1.0,0.07692307692307693,0.0,0.0,0.0,-1.0,-0.5049336509016672,-0.7777777777777778,0.0,-0.38571428571428573,0.0,0.3413940256045519,-0.756802824618007,0.5420962199312714,-1.0,0.0,3.0,0.0,-0.25,1.0,94000
-1.0,-1.875,1.4675834970530452,-0.13043478260869565,0.0,-0.6666666666666666,0.0,0.44171779141104295,1.0,-1.0,0.45321537938074175,0.2222222222222222,0.0,0.44285714285714284,2.0,0.0,0.32215255372253,1.1400343642611683,1.0,0.0,-2.0,0.8,-0.25,1.0,136000
-1.0,-1.875,1.3418467583497053,-0.10869565217391304,0.0,-0.6410256410256411,0.0,0.0,1.0,-1.0,-0.5049336509016672,0.2222222222222222,0.0,-0.38571428571428573,0.0,0.0,0.32337006148414194,2.2396907216494846,1.0,0.0,0.0,0.8,-0.5,1.0,136500
-0.5,0.09375,-0.09037328094302555,-0.17391304347826086,-1.0,-0.717948717948718,-0.358974358974359,0.0,0.0,-1.0,0.6396733582851309,0.3888888888888889,0.0,-0.38571428571428573,1.0,0.0,0.5296158763012114,-0.4579037800687285,0.0,0.0,-1.0,2.8,-0.5,1.0,131500
-0.5,0.1875,0.6031434184675835,-0.34782608695652173,-1.0,0.07692307692307693,-0.5641025641025641,1.1042944785276074,-0.5,0.0,1.2670976522626745,0.0,0.0,-0.38571428571428573,1.0,0.0,0.46046143544165097,-0.6434707903780069,0.0,95.0,1.0,-0.6,-0.25,1.0,121500
-0.5,-0.5625,-0.33988212180746563,-0.13043478260869565,-1.0,-0.6666666666666666,-0.1282051282051282,0.0,-0.5,0.0,0.6410343654304185,0.1111111111111111,0.0,-0.38571428571428573,0.0,0.0,-0.22621294210750595,-0.6778350515463918,0.0,0.0,0.0,-0.6,-0.25,1.0,125000
-0.5,-0.8203125,-0.04911591355599214,-0.10869565217391304,-1.0,0.20512820512820512,-0.28205128205128205,0.0,0.0,0.0,-0.24906430758761483,0.0,2.4166666666666665,0.9,1.0,0.0,-0.2931758689961648,-0.4475945017182131,0.0,0.0,3.0,-0.6,-0.25,1.0,154000
-0.5,-0.25,-0.3791748526522593,-0.15217391304347827,-1.0,0.38461538461538464,-0.3333333333333333,0.2883435582822086,-0.5,-1.0,-0.17829193603266416,-0.16666666666666666,0.0,-0.38571428571428573,1.0,0.0,-0.40177756133195347,-0.5403780068728522,0.0,0.0,2.0,-0.6,0.0,1.0,137900
0.0,-0.70703125,-0.8290766208251473,-0.08695652173913043,-1.0,-0.6153846153846154,-0.2564102564102564,0.8773006134969326,0.5,-1.0,0.0,0.6666666666666666,2.255952380952381,0.12857142857142856,0.0,0.9800853485064012,-0.02094113349972606,-0.2963917525773196,1.0,0.0,2.0,0.2,-0.75,1.0,158000
-0.5,-0.78125,-0.43418467583497056,-0.10869565217391304,-1.0,-0.6410256410256411,-0.2564102564102564,0.0,-1.0,-1.0,0.5498468866961551,-0.16666666666666666,1.3452380952380953,-0.38571428571428573,1.0,0.0,-0.39398551165763684,-0.6451890034364262,-1.0,0.0,0.0,-0.6,-0.25,1.0,137250
-0.5,0.43359375,0.5658153241650294,0.10869565217391304,-1.0,-0.38461538461538464,-0.02564102564102564,0.0,-0.5,1.0,1.2902347737325621,0.0,0.0,-0.38571428571428573,1.0,0.0,-0.4933341450051744,-0.7981099656357389,0.0,0.0,0.0,0.8,-0.25,1.0,160250
-0.5,0.0,-0.7170923379174853,-0.10869565217391304,-1.0,-0.6410256410256411,-0.28205128205128205,0.0,0.5,1.0,-0.14154474310990134,1.0,1.1428571428571428,0.15714285714285714,0.0,1.0241820768136558,0.4327022584768978,-0.7981099656357389,1.0,0.0,0.0,0.2,-0.75,1.0,163000
0.0,-0.15625,-0.8113948919449901,0.10869565217391304,0.0,-0.38461538461538464,-0.02564102564102564,2.0122699386503067,0.0,0.0,0.09118747873426336,0.0,1.994047619047619,-0.38571428571428573,0.0,1.0156472261735419,0.5274243623303099,-0.3960481099656357,0.0,0.0,0.0,0.2,-0.5,1.0,158900
0.5,0.20703125,0.43418467583497056,0.5,0.0,0.10256410256410256,0.4358974358974359,0.0,0.5,-1.0,1.1296359305886357,0.6666666666666666,1.7619047619047619,0.24285714285714285,1.0,1.3570412517780939,1.107932063066902,-0.6176975945017182,0.0,0.0,0.0,0.2,-0.5,1.0,328000
0.5,0.8203125,0.7819253438113949,0.08695652173913043,-1.0,0.20512820512820512,-0.05128205128205128,0.0,-1.0,1.0,0.9812861517522967,0.0,2.9523809523809526,-0.38571428571428573,1.0,0.0,2.584038473245267,-0.2345360824742268,-2.0,0.0,2.0,-0.6,-0.5,1.0,270000
-1.0,-0.15625,-0.6463654223968566,-1.0,-1.0,-1.1025641025641026,-0.8717948717948718,0.0,-1.0,-1.0,-0.5049336509016672,1.4444444444444444,0.47619047619047616,-0.38571428571428573,0.0,0.0,-0.04650879649357765,0.33591065292096217,-1.0,0.0,-1.0,-0.4,0.0,1.0,85000
-1.0,-0.171875,-0.03536345776031434,-0.5,0.0,0.05128205128205128,0.4358974358974359,0.0,-1.0,-1.0,0.09663150731541341,-0.4444444444444444,1.7261904761904763,-0.38571428571428573,0.0,0.0,0.03652523284835941,0.2757731958762887,-1.0,0.0,2.0,-0.6,-1.0,1.0,128000
0.5,0.4140625,0.48526522593320237,0.13043478260869565,-2.0,-0.358974358974359,0.0,0.0,-1.0,0.0,1.2072133378700238,0.0,1.5952380952380953,-0.38571428571428573,2.0,0.27311522048364156,3.444329457600292,-0.6709621993127147,-3.0,0.0,1.0,-0.2,-0.5,1.0,260000
0.0,0.1640625,0.06286836935166994,0.10869565217391304,0.0,-0.02564102564102564,-0.02564102564102564,1.7668711656441718,1.0,0.0,0.8070772371554951,0.0,2.0,1.1,1.0,1.229018492176387,1.8584038473245268,-0.5352233676975945,1.0,0.0,0.0,0.2,-0.25,1.0,230000
-1.5,0.0,-0.06483300589390963,-0.7608695652173914,0.0,-0.07692307692307693,-1.0512820512820513,0.0,1.0,0.0,-0.11296359305886355,3.111111111111111,0.0,-0.38571428571428573,0.0,0.7937411095305832,2.228039203749924,-0.7981099656357389,1.0,0.0,-1.0,0.0,0.0,1.0,124000
-0.5,-0.4453125,-0.4911591355599214,-1.1521739130434783,-1.0,-1.1025641025641026,-1.5128205128205128,0.0,-0.5,-1.0,-0.35794487921061585,0.9444444444444444,0.0,-0.38571428571428573,0.0,0.0,0.28611432397881537,-0.19673539518900343,-1.0,0.0,0.0,-0.4,-0.25,1.0,83000
0.0,-0.05078125,-0.021611001964636542,-0.5,-1.0,-0.15384615384615385,0.20512820512820512,0.0,0.0,0.0,-0.3633889077917659,-0.16666666666666666,0.0,0.35714285714285715,1.0,0.0,0.4940646496621416,-0.5025773195876289,0.0,0.0,2.0,-0.6,0.0,1.0,144500
-0.5,0.453125,0.11591355599214145,-0.3695652173913043,-1.0,-0.9487179487179487,-0.5897435897435898,0.0,0.0,-1.0,0.5008506294658047,0.0,0.2619047619047619,-0.38571428571428573,1.0,0.0,0.029463687831009923,-0.10223367697594501,0.0,0.0,1.0,-0.6,0.0,1.0,129000
-1.0,-1.05859375,0.1650294695481336,-0.5652173913043478,-1.0,-0.358974358974359,-0.8205128205128205,0.0,1.0,0.0,-0.2436202790064648,-1.0,0.0,-0.38571428571428573,0.0,0.0,-0.024350155232239604,0.17096219931271478,0.0,0.0,1.0,0.0,0.0,1.0,127000
-0.5,-0.4453125,0.17092337917485265,-0.41304347826086957,-1.0,0.1282051282051282,-0.6410256410256411,0.0,-0.5,-1.0,0.79346716570262,0.3888888888888889,1.4285714285714286,-0.38571428571428573,1.0,0.0,0.018262616424179704,-0.42353951890034364,0.0,0.0,2.0,-0.6,0.0,1.0,128000
0.0,-0.078125,0.24950884086444008,0.782608695652174,0.0,0.41025641025641024,0.7692307692307693,0.0,0.0,-1.0,-0.45593739367131675,0.8333333333333334,0.5952380952380952,-0.07142857142857142,0.0,0.0,0.23619650575272416,1.2225085910652922,0.0,0.0,0.0,-0.6,-0.75,1.0,186000
0.5,0.359375,0.831041257367387,0.782608695652174,-1.0,0.4358974358974359,0.7692307692307693,0.588957055214724,-0.5,1.0,1.3269819666553249,-1.3333333333333333,0.0,-0.38571428571428573,1.0,0.0,1.9565349729104522,-0.5197594501718213,-2.0,0.0,0.0,-0.6,-1.25,1.0,308030
-0.5,0.09375,0.41846758349705304,-0.1956521739130435,0.0,-0.7435897435897436,-0.38461538461538464,0.0,-0.5,-1.0,-0.5049336509016672,0.0,0.0,1.6714285714285715,0.0,0.0,0.42612771656419307,1.3496563573883162,0.0,0.0,-2.0,-0.6,0.0,1.0,114000
-1.0,-0.671875,-0.3045186640471513,-0.5869565217391305,-1.0,0.3333333333333333,-0.8461538461538461,0.0,0.0,-1.0,-0.5049336509016672,-0.4444444444444444,0.0,-0.38571428571428573,0.0,0.0,0.40177756133195347,-0.7981099656357389,-1.0,0.0,2.0,-0.6,-0.5,1.0,84900
0.0,-0.015625,-0.21218074656188604,0.2608695652173913,0.0,-0.20512820512820512,0.15384615384615385,2.061349693251534,0.5,0.0,-0.5049336509016672,0.5,1.1428571428571428,0.2714285714285714,0.0,1.073968705547653,-0.05941437876666464,0.47508591065292094,0.0,0.0,0.0,0.2,0.0,1.0,178000
0.5,0.1875,0.6836935166994106,0.30434782608695654,-1.0,-0.15384615384615385,0.20512820512820512,1.0858895705521472,-1.0,1.0,1.4453895882953385,0.8333333333333334,0.0,3.585714285714286,1.0,0.0,0.616058927375662,-0.7981099656357389,-2.0,266.0,0.0,-0.6,0.0,1.0,270000
0.0,2.09765625,-0.23772102161100198,0.43478260869565216,0.0,0.0,0.5384615384615384,0.5214723926380368,1.0,0.0,0.6655324940455938,1.0555555555555556,2.6785714285714284,0.9285714285714286,0.0,1.1920341394025604,0.7088330188104949,-0.6503436426116839,0.0,0.0,2.0,0.2,-0.25,1.0,218000
0.5,0.3671875,-0.04518664047151277,0.43478260869565216,0.0,0.02564102564102564,0.358974358974359,1.50920245398773,1.0,0.0,0.5158217080639673,0.6666666666666666,0.9285714285714286,0.9,1.0,1.2617354196301565,0.11882875753332928,-0.28264604810996563,0.0,0.0,0.0,0.2,0.0,1.0,236000
0.0,0.328125,-0.17485265225933203,0.41304347826086957,-1.0,-0.02564102564102564,0.3333333333333333,0.0,-0.5,-1.0,0.5117386866281048,0.2777777777777778,0.7142857142857143,-0.38571428571428573,1.0,0.0,-0.0927740914348329,-0.4733676975945017,-1.0,0.0,1.0,0.7,-0.5,1.0,147000
1.0,1.15625,1.1964636542239686,0.7608695652173914,0.0,0.38461538461538464,0.7435897435897436,0.44171779141104295,0.5,-1.0,-0.5049336509016672,-0.2222222222222222,0.9523809523809523,0.08571428571428572,0.0,0.0,0.24958909113045596,2.1125429553264605,0.0,0.0,0.0,-0.6,-1.0,1.0,245350
0.5,0.59375,0.24165029469548133,0.717391304347826,0.0,0.3333333333333333,0.6923076923076923,0.147239263803681,0.0,-1.0,0.4287172507655665,-0.2222222222222222,0.625,0.4857142857142857,1.0,0.0,-0.6545321726426006,0.0627147766323024,-1.0,0.0,0.0,-0.6,-1.0,1.0,206000
0.5,1.015625,0.2770137524557957,0.782608695652174,0.0,0.41025641025641024,0.7692307692307693,0.0,0.0,-1.0,-0.5049336509016672,1.4444444444444444,0.0,0.12857142857142856,0.0,0.0,0.23181347781092104,1.3084192439862543,0.0,0.0,0.0,-0.6,-0.25,1.0,198900
0.5,0.52734375,0.2691552062868369,0.8043478260869565,0.0,0.4358974358974359,0.7692307692307693,0.49079754601226994,0.0,-1.0,-0.47226947941476694,-0.2222222222222222,0.0,0.38571428571428573,0.0,0.0,-0.5089182443538077,1.2603092783505154,-1.0,0.0,0.0,-0.6,-0.75,1.0,187000
0.5,0.4453125,1.206286836935167,0.3695652173913043,1.0,-0.07692307692307693,0.28205128205128205,0.0,2.5,1.0,1.4957468526709765,1.2222222222222223,2.1845238095238093,-0.38571428571428573,1.0,2.1664295874822193,0.7124855420953309,-0.4493127147766323,2.0,0.0,0.0,0.2,-0.25,1.0,320000
0.0,0.015625,-0.49901768172888017,-1.5869565217391304,0.0,0.0,-0.5641025641025641,0.0,0.0,-1.0,-0.5049336509016672,0.7777777777777778,0.0,0.45714285714285713,0.0,0.8733997155049786,1.1651549278626652,0.3634020618556701,0.0,0.0,3.0,0.0,-0.75,1.0,138500
0.0,-0.15625,-0.06483300589390963,-0.043478260869565216,-1.0,-0.5641025641025641,-0.20512820512820512,0.49079754601226994,0.0,-1.0,0.1810139503232392,0.6666666666666666,0.0,-0.38571428571428573,1.0,0.0,-0.1543799841723991,0.07130584192439862,0.0,0.0,2.0,0.6,0.0,1.0,155000
-0.5,0.390625,-0.2357563850687623,0.5,-1.0,0.07692307692307693,0.48717948717948717,0.0,-1.0,-1.0,0.6791425654984689,0.7777777777777778,0.4226190476190476,-0.38571428571428573,1.0,0.0,0.40299506909356547,-0.7981099656357389,-1.0,0.0,0.0,0.7,0.25,1.0,159000
0.5,0.12890625,-0.3791748526522593,0.5217391304347826,0.0,0.1282051282051282,0.46153846153846156,0.0,1.0,0.0,-0.02449812861517523,0.0,0.0,0.17142857142857143,0.0,1.1379800853485065,-0.027515675412430753,0.10395189003436427,0.0,0.0,0.0,0.2,-0.5,1.0,191000
0.0,0.16796875,-0.5520628683693517,0.5434782608695652,0.0,0.1282051282051282,0.48717948717948717,0.7116564417177914,0.5,-1.0,0.18237495746852672,0.1111111111111111,0.0,0.7142857142857143,0.0,1.2489331436699858,-0.17045108662567723,-0.28436426116838487,0.0,0.0,0.0,0.2,0.0,1.0,200500
-0.5,-0.671875,-0.11591355599214145,0.08695652173913043,-1.0,0.28205128205128205,-0.05128205128205128,0.0,-0.5,-1.0,-0.2354542361347397,-1.6666666666666667,1.880952380952381,0.8285714285714286,1.0,0.0,1.409873987946673,-0.5575601374570447,0.0,0.0,3.0,-0.6,0.0,1.0,150000
0.0,-0.70703125,-0.7779960707269156,0.08695652173913043,-1.0,-0.41025641025641024,-0.05128205128205128,0.9386503067484663,0.0,-1.0,0.00952705001701259,0.0,0.0,0.12857142857142856,0.0,1.0,0.35307725086747427,-0.26374570446735396,0.0,0.0,2.0,0.2,-0.75,1.0,161750
-0.5,-0.671875,-0.37524557956778,0.06521739130434782,-1.0,-0.4358974358974359,-0.07692307692307693,0.0,-0.5,-1.0,-0.2572303504593399,0.3888888888888889,2.1726190476190474,-0.38571428571428573,1.0,0.0,0.29220186278687527,-0.7981099656357389,0.0,0.0,1.0,-0.6,-1.0,1.0,128200
-0.5,0.015625,-0.4106090373280943,-0.021739130434782608,-1.0,-0.5384615384615384,-0.05128205128205128,0.0,-0.5,-1.0,0.1483497788363389,0.0,0.0,-0.38571428571428573,1.0,0.0,-0.4796980580751202,-0.11769759450171821,0.0,0.0,1.0,-0.6,0.0,1.0,127000
1.0,1.4453125,1.7544204322200392,0.6521739130434783,0.0,0.2564102564102564,0.6153846153846154,1.9631901840490797,1.0,0.0,1.7842803674719292,0.6666666666666666,1.119047619047619,-0.02857142857142857,1.0,0.0,0.2286479576307299,-0.28951890034364264,0.0,0.0,0.0,-0.6,-0.25,1.0,318000
1.0,0.7421875,1.0137524557956779,0.6086956521739131,0.0,0.23076923076923078,0.5641025641025641,2.938650306748466,0.0,0.0,1.343314052398775,0.0,1.0714285714285714,-0.38571428571428573,1.0,0.0,0.4804285627320874,-0.41494845360824745,0.0,0.0,0.0,-0.6,-0.25,1.0,272000
0.5,0.51953125,-0.2829076620825147,0.6521739130434783,0.0,0.2564102564102564,0.6153846153846154,1.3680981595092025,0.5,0.0,0.15243280027220144,-1.3333333333333333,1.1428571428571428,0.17142857142857143,1.0,1.263157894736842,0.023863152127594812,-0.011168384879725086,0.0,0.0,1.0,0.2,-1.25,1.0,237000
0.5,0.55078125,-0.08055009823182711,0.5217391304347826,0.0,0.10256410256410256,0.46153846153846156,0.0,1.5,0.0,-0.5049336509016672,0.3888888888888889,1.9702380952380953,0.15714285714285714,0.0,1.499288762446657,-0.018262616424179704,0.988831615120275,1.0,0.0,0.0,0.2,-0.5,1.0,240000
0.5,0.4609375,1.1316306483300589,0.5434782608695652,0.0,0.1282051282051282,0.48717948717948717,2.7116564417177913,0.0,-1.0,-0.5049336509016672,-1.1111111111111112,0.0,0.1,0.0,0.0,0.6542886710902782,2.0352233676975944,0.0,0.0,0.0,-0.6,-0.25,1.0,224900
0.0,-0.234375,-0.4656188605108055,0.6521739130434783,-1.0,0.2564102564102564,0.6153846153846154,1.0429447852760736,-1.0,-1.0,0.40966315073154136,0.0,0.8333333333333334,-0.38571428571428573,1.0,0.0,-1.2211602848968162,-0.4957044673539519,-2.0,0.0,0.0,1.4,-0.5,1.0,143750
0.0,-0.234375,-0.4656188605108055,0.6739130434782609,-1.0,0.28205128205128205,0.6410256410256411,1.0368098159509203,-1.5,-1.0,0.39605307927866623,0.0,0.9523809523809523,-0.38571428571428573,1.0,0.0,-1.2233517988677178,-0.47852233676975947,-2.0,0.0,0.0,1.4,-0.25,1.0,143000
1.0,0.0859375,1.1453831041257367,0.6521739130434783,0.0,0.2564102564102564,0.6153846153846154,1.049079754601227,1.0,0.0,-0.0013610071452875127,-1.1111111111111112,0.0,3.357142857142857,1.0,0.0,0.2885493395020393,-0.25687285223367695,0.0,0.0,0.0,-0.6,-0.25,1.0,232000
0.5,0.4921875,0.7838899803536346,0.6739130434782609,0.0,0.3076923076923077,0.6410256410256411,0.6687116564417178,0.5,-1.0,0.46410343654304187,0.1111111111111111,0.0,0.11428571428571428,1.0,0.0,-0.25567662993851586,0.5094501718213058,0.0,0.0,0.0,-0.6,-0.25,1.0,213000
0.5,0.0546875,0.6463654223968566,0.6739130434782609,0.0,0.28205128205128205,0.6410256410256411,0.6012269938650306,0.0,-1.0,-0.47226947941476694,-0.16666666666666666,0.7857142857142857,1.1142857142857143,0.0,0.0,-0.16485055092226214,1.5902061855670102,0.0,0.0,0.0,-0.6,-0.25,1.0,185500
-1.5,-0.9375,-0.8742632612966601,-0.6086956521739131,-1.0,0.358974358974359,-0.8717948717948718,0.0,-0.5,-1.0,-0.5049336509016672,-0.05555555555555555,0.0,-0.38571428571428573,0.0,0.0,-0.16387654471297255,-0.7981099656357389,-1.0,0.0,1.0,-0.4,-0.5,1.0,84900
-0.5,-0.62890625,-0.18271119842829076,-0.41304347826086957,-1.0,-1.0,-0.6410256410256411,0.0,0.0,-1.0,-0.5049336509016672,0.0,0.35714285714285715,-0.38571428571428573,0.0,0.0,-0.1480489438120168,-0.14347079037800686,0.0,0.0,1.0,-0.6,-1.25,1.0,155891
-0.5,-1.875,1.137524557956778,-0.17391304347826086,0.0,-0.717948717948718,0.0,0.0,1.0,-1.0,-0.5049336509016672,0.3888888888888889,0.0,-0.38571428571428573,0.0,0.0,0.09131308212089852,-0.7981099656357389,1.0,0.0,0.0,0.8,-0.25,1.0,100000
-0.5,-0.5625,0.2180746561886051,-0.10869565217391304,-1.0,-0.6410256410256411,-0.28205128205128205,0.0,0.0,-1.0,0.9513439945559714,-0.4444444444444444,1.5297619047619047,-0.38571428571428573,1.0,0.0,0.14463992207950327,-0.5816151202749141,0.0,0.0,1.0,-0.6,0.0,1.0,144000
