Customer_ID,Invoice_ID,Document_Date,Due_Date,Clearing_Date,Amount,is_late
Customer_1156,INV100861,2023-09-28,2023-11-11,2023-11-13,4260.06,1
Customer_3921,INV100995,2023-09-12,2023-10-11,2023-10-22,1545.07,1
Customer_2075,INV100565,2023-06-27,2023-07-28,2023-08-25,2175.84,1
Customer_334,INV101373,2023-08-27,2023-09-18,2023-09-14,3037.99,0
Customer_7590,INV100426,2023-05-01,2023-06-10,2023-06-07,2572.29,0
Customer_8122,INV101432,2023-05-06,2023-06-21,2023-07-09,8407.86,1
Customer_8762,INV100844,2023-11-14,2023-12-29,2023-12-30,2359.82,1
Customer_9608,INV101094,2023-12-23,2024-02-04,2024-03-04,1275.12,1
Customer_1516,INV100788,2023-08-22,2023-10-12,2023-10-12,5068.26,0
Customer_9525,INV101257,2023-05-18,2023-07-12,2023-07-17,2037.62,1
Customer_623,INV100314,2023-02-24,2023-04-06,2023-04-10,1736.75,1
Customer_8159,INV100571,2023-05-16,2023-06-19,2023-07-14,1171.88,1
Customer_8093,INV100103,2023-07-11,2023-08-24,2023-09-13,1941.74,1
Customer_2609,INV100480,2023-03-21,2023-04-30,2023-04-28,8512.02,0
Customer_19,INV101186,2023-03-15,2023-05-10,2023-05-29,9013.59,1
Customer_2149,INV100568,2023-12-08,2023-12-29,2024-01-08,8745.42,1
Customer_3706,INV100869,2023-11-29,2024-01-22,2024-02-20,1630.31,1
Customer_9414,INV100429,2023-12-08,2024-01-14,2024-01-27,6704.34,1
Customer_1330,INV100736,2023-10-15,2023-11-12,2023-11-07,9489.11,0
Customer_6550,INV100295,2023-05-02,2023-06-24,2023-07-07,7954.7,1
Customer_6005,INV100150,2023-04-27,2023-05-29,2023-06-06,8129.52,1
Customer_8362,INV100042,2023-12-13,2024-02-10,2024-03-03,2765.63,1
Customer_7051,INV100018,2023-08-23,2023-09-29,2023-10-02,5461.6,1
Customer_5547,INV100040,2023-10-20,2023-11-08,2023-11-29,7365.41,1
Customer_5304,INV101065,2023-09-06,2023-09-28,2023-10-12,7959.78,1
Customer_4672,INV100771,2023-09-10,2023-10-24,2023-11-01,7412.88,1
Customer_9068,INV101479,2023-03-26,2023-05-06,2023-05-05,2582.29,0
Customer_9685,INV101234,2023-05-19,2023-06-26,2023-07-13,7515.3,1
Customer_6625,INV100610,2023-03-08,2023-04-22,2023-05-13,2731.36,1
Customer_2420,INV100926,2023-11-29,2024-01-06,2024-01-29,4278.57,1
Customer_2885,INV101107,2023-01-10,2023-03-03,2023-02-28,6638.04,0
Customer_872,INV100908,2023-05-26,2023-07-23,2023-08-09,5846.47,1
Customer_7727,INV100841,2023-11-16,2023-12-30,2024-01-13,8305.42,1
Customer_3387,INV100678,2023-07-02,2023-08-24,2023-09-06,3969.72,1
Customer_3497,INV101450,2023-01-29,2023-02-15,2023-03-15,6927.6,1
Customer_233,INV101378,2023-02-03,2023-03-26,2023-04-18,6684.8,1
Customer_3305,INV100086,2023-11-28,2023-12-16,2023-12-23,7947.68,1
Customer_8174,INV100434,2023-03-12,2023-04-20,2023-04-23,5819.12,1
Customer_8618,INV100772,2023-01-21,2023-03-17,2023-03-15,4311.13,0
Customer_3574,INV101128,2023-02-01,2023-02-19,2023-02-22,7299.91,1
Customer_6756,INV101212,2023-06-05,2023-07-14,2023-07-25,8137.65,1
Customer_799,INV100071,2023-03-30,2023-04-25,2023-05-10,8349.58,1
Customer_7585,INV101231,2023-04-22,2023-06-11,2023-06-20,4613.65,1
Customer_3079,INV100412,2023-08-09,2023-08-26,2023-08-23,4150.06,0
Customer_1441,INV101314,2023-12-07,2024-01-15,2024-01-15,4612.57,0
Customer_4202,INV100161,2023-08-16,2023-09-07,2023-09-30,3285.22,1
Customer_3482,INV100377,2023-01-12,2023-02-06,2023-02-14,4694.65,1
Customer_457,INV100605,2023-06-06,2023-07-26,2023-08-04,9711.73,1
Customer_335,INV100799,2023-02-13,2023-03-27,2023-03-31,8577.75,1
Customer_2688,INV100237,2023-11-07,2024-01-05,2024-01-02,8212.35,0
Customer_6954,INV101311,2023-05-09,2023-06-04,2023-06-06,2706.36,1
Customer_509,INV101334,2023-09-30,2023-11-05,2023-11-29,1627.06,1
Customer_9494,INV101469,2023-05-14,2023-05-30,2023-06-17,5200.44,1
Customer_5861,INV100084,2023-09-30,2023-11-20,2023-12-07,6102.51,1
Customer_8241,INV101172,2023-02-11,2023-03-14,2023-03-22,7635.84,1
Customer_1650,INV100330,2023-03-15,2023-04-02,2023-04-18,5557.34,1
Customer_9989,INV100990,2023-05-27,2023-06-27,2023-07-18,3794.52,1
Customer_8446,INV100153,2023-10-10,2023-12-01,2023-12-26,2443.37,1
Customer_500,INV100427,2023-06-22,2023-08-06,2023-08-04,3928.64,0
Customer_6775,INV101498,2023-05-17,2023-06-25,2023-06-29,6855.26,1
Customer_8827,INV100554,2023-05-08,2023-06-25,2023-06-21,9505.05,0
Customer_6634,INV100800,2023-06-04,2023-07-29,2023-08-09,5174.51,1
Customer_8296,INV100703,2023-08-11,2023-09-10,2023-09-12,4278.62,1
Customer_7828,INV100936,2023-08-23,2023-10-18,2023-11-01,5022.24,1
Customer_6512,INV101456,2023-11-26,2023-12-24,2024-01-01,7986.53,1
Customer_2474,INV101236,2023-04-15,2023-06-11,2023-06-28,1171.89,1
Customer_7155,INV100407,2023-09-15,2023-10-04,2023-10-17,1646.88,1
Customer_2982,INV101461,2023-05-17,2023-07-13,2023-07-22,8757.5,1
Customer_5537,INV100356,2023-05-01,2023-06-05,2023-06-17,9079.87,1
Customer_1662,INV101161,2023-10-09,2023-12-01,2023-12-24,6541.99,1
Customer_6740,INV101377,2023-02-27,2023-03-27,2023-03-22,8160.77,0
Customer_621,INV100186,2023-12-03,2024-01-10,2024-01-11,5326.67,1
Customer_9186,INV101024,2023-10-26,2023-11-13,2023-11-18,1382.31,1
Customer_4048,INV101144,2023-01-04,2023-01-24,2023-02-05,5325.59,1
Customer_2107,INV100979,2023-09-23,2023-10-24,2023-11-13,4666.19,1
Customer_3131,INV101208,2023-12-11,2024-02-07,2024-03-06,2420.44,1
Customer_9123,INV100108,2023-03-29,2023-05-06,2023-05-26,5143.04,1
Customer_967,INV101495,2023-10-28,2023-12-08,2023-12-08,6550.52,0
Customer_3411,INV101137,2023-07-15,2023-08-04,2023-08-31,6397.34,1
Customer_1747,INV101202,2023-09-11,2023-10-29,2023-10-31,8604.23,1
Customer_4076,INV101270,2023-03-30,2023-04-23,2023-05-16,8259.06,1
Customer_6595,INV100313,2023-11-29,2023-12-22,2023-12-28,2992.69,1
Customer_6968,INV100499,2023-12-02,2024-01-19,2024-01-16,9847.72,0
Customer_5814,INV100816,2023-06-16,2023-07-12,2023-07-25,8992.08,1
Customer_8365,INV100878,2023-05-14,2023-06-09,2023-06-11,3534.17,1
Customer_7152,INV101448,2023-11-30,2023-12-19,2023-12-18,5523.1,0
Customer_6120,INV100881,2023-12-30,2024-02-26,2024-02-22,7292.6,0
Customer_3194,INV100997,2023-04-05,2023-05-04,2023-05-18,7436.99,1
Customer_367,INV100432,2023-12-21,2024-01-12,2024-01-23,3932.47,1
Customer_715,INV101358,2023-12-25,2024-02-15,2024-03-06,7959.49,1
Customer_9828,INV100576,2023-04-05,2023-05-30,2023-06-20,1615.13,1
Customer_6997,INV100859,2023-10-25,2023-11-28,2023-12-07,8479.36,1
Customer_1247,INV100223,2023-09-25,2023-11-09,2023-11-14,9044.28,1
Customer_1199,INV101013,2023-06-07,2023-07-18,2023-07-25,6959.56,1
Customer_7144,INV100561,2023-04-10,2023-04-26,2023-05-14,2283.01,1
Customer_7465,INV101151,2023-09-20,2023-10-05,2023-10-27,4618.08,1
Customer_9615,INV100970,2023-06-10,2023-07-10,2023-07-17,1539.34,1
Customer_4575,INV100335,2023-03-28,2023-05-05,2023-05-18,1947.18,1
Customer_9239,INV101076,2023-05-21,2023-06-27,2023-06-29,8897.31,1
Customer_4350,INV101346,2023-02-04,2023-03-30,2023-04-22,1448.11,1
Customer_92,INV100251,2023-08-20,2023-09-18,2023-10-05,3001.18,1
Customer_7966,INV100061,2023-10-24,2023-11-15,2023-11-15,3291.48,0
Customer_2748,INV101187,2023-12-02,2023-12-21,2024-01-06,9243.02,1
Customer_8204,INV101350,2023-01-13,2023-02-26,2023-03-20,2015.82,1
Customer_4649,INV101017,2023-10-20,2023-12-03,2023-12-14,5628.89,1
Customer_2392,INV100793,2023-12-23,2024-01-30,2024-02-10,6515.21,1
Customer_3101,INV100994,2023-12-24,2024-02-13,2024-02-22,9032.88,1
Customer_2876,INV100069,2023-03-10,2023-04-03,2023-04-22,4671.92,1
Customer_586,INV100794,2023-06-08,2023-08-05,2023-08-15,1387.02,1
Customer_8794,INV100386,2023-06-28,2023-08-02,2023-08-13,4280.88,1
Customer_5309,INV100156,2023-04-23,2023-06-20,2023-07-01,2382.57,1
Customer_1512,INV100138,2023-11-04,2023-12-17,2024-01-04,2576.82,1
Customer_510,INV100132,2023-11-13,2023-12-16,2024-01-14,6336.9,1
Customer_4194,INV100225,2023-02-23,2023-03-23,2023-03-18,3852.67,0
Customer_2846,INV101153,2023-01-16,2023-02-23,2023-03-12,9959.93,1
Customer_4955,INV100362,2023-02-08,2023-03-09,2023-03-27,2551.97,1
Customer_7854,INV101299,2023-11-14,2024-01-09,2024-01-25,5708.65,1
Customer_6033,INV100015,2023-06-06,2023-07-03,2023-07-24,9534.78,1
Customer_4038,INV100524,2023-09-16,2023-10-26,2023-11-05,1397.9,1
Customer_4516,INV100195,2023-12-04,2024-01-14,2024-01-09,9152.89,0
Customer_346,INV100471,2023-07-27,2023-09-24,2023-10-08,7268.92,1
Customer_4631,INV100431,2023-04-20,2023-05-14,2023-05-09,4443.3,0
Customer_5529,INV101298,2023-12-17,2024-02-13,2024-03-09,6768.25,1
Customer_3100,INV100181,2023-03-13,2023-04-07,2023-04-10,4787.59,1
Customer_6630,INV100039,2023-10-14,2023-11-03,2023-10-31,4391.7,0
Customer_7077,INV100890,2023-05-15,2023-06-12,2023-06-17,8969.71,1
Customer_1432,INV101266,2023-04-23,2023-06-03,2023-06-18,9240.33,1
Customer_8429,INV101466,2023-05-24,2023-07-06,2023-07-20,5949.18,1
Customer_3528,INV101438,2023-04-18,2023-06-14,2023-07-10,2700.33,1
Customer_3780,INV101074,2023-09-17,2023-11-08,2023-11-16,3180.12,1
Customer_2465,INV101181,2023-02-17,2023-04-01,2023-04-22,4960.06,1
Customer_5128,INV100915,2023-02-04,2023-04-04,2023-04-19,9560.01,1
Customer_2802,INV100288,2023-10-04,2023-11-09,2023-11-14,8984.52,1
Customer_4092,INV101068,2023-10-03,2023-10-31,2023-11-24,4871.67,1
Customer_5213,INV101051,2023-06-27,2023-08-01,2023-08-27,9062.69,1
Customer_7793,INV101421,2023-08-10,2023-09-25,2023-10-09,8537.67,1
Customer_4942,INV100267,2023-05-09,2023-06-21,2023-07-12,9058.57,1
Customer_4568,INV101361,2023-07-31,2023-08-29,2023-09-08,9060.25,1
Customer_8566,INV101449,2023-07-22,2023-08-23,2023-09-05,2580.62,1
Customer_8020,INV100168,2023-02-27,2023-04-02,2023-04-09,9738.79,1
Customer_8384,INV100923,2023-11-03,2023-12-03,2023-12-26,2550.81,1
Customer_1684,INV100811,2023-08-23,2023-10-05,2023-11-03,1418.46,1
Customer_700,INV101127,2023-02-26,2023-04-03,2023-04-02,2077.9,0
Customer_9784,INV101015,2023-07-30,2023-08-19,2023-08-15,9037.27,0
Customer_9063,INV100813,2023-07-10,2023-08-11,2023-09-08,4093.36,1
Customer_1658,INV100663,2023-01-27,2023-03-12,2023-03-21,7147.72,1
Customer_263,INV100416,2023-07-15,2023-08-29,2023-09-23,6633.4,1
Customer_4871,INV101045,2023-04-05,2023-05-01,2023-05-09,7058.45,1
Customer_2138,INV101031,2023-05-07,2023-06-28,2023-07-10,7409.73,1
Customer_2447,INV101185,2023-11-22,2023-12-16,2023-12-25,7339.47,1
Customer_3122,INV100131,2023-06-30,2023-08-02,2023-08-09,2895.21,1
Customer_1803,INV100689,2023-12-12,2024-02-06,2024-02-24,3694.12,1
Customer_6340,INV100005,2023-10-07,2023-11-12,2023-11-20,5487.7,1
Customer_5144,INV100641,2023-04-01,2023-04-27,2023-05-17,5006.0,1
Customer_4269,INV100192,2023-02-23,2023-04-05,2023-04-25,9542.53,1
Customer_7477,INV101194,2023-09-19,2023-11-03,2023-11-07,1885.47,1
Customer_1103,INV101255,2023-04-03,2023-04-30,2023-05-21,5732.65,1
Customer_4640,INV100022,2023-03-03,2023-04-30,2023-05-01,3430.02,1
Customer_9947,INV101220,2023-01-14,2023-02-11,2023-02-10,4355.83,0
Customer_7983,INV101267,2023-07-10,2023-08-05,2023-08-20,3960.96,1
Customer_6338,INV101337,2023-07-29,2023-09-09,2023-09-12,7709.07,1
Customer_7436,INV100320,2023-07-17,2023-08-25,2023-08-25,9671.95,0
Customer_3973,INV100038,2023-02-25,2023-04-19,2023-05-02,4899.26,1
Customer_3,INV100481,2023-10-01,2023-11-08,2023-11-16,6025.53,1
Customer_1660,INV100960,2023-05-09,2023-06-28,2023-07-13,6049.48,1
Customer_3872,INV100357,2023-07-16,2023-08-14,2023-09-09,5674.99,1
Customer_4372,INV101176,2023-01-17,2023-02-10,2023-03-08,6342.52,1
Customer_7514,INV100767,2023-05-31,2023-07-29,2023-07-25,4629.07,0
Customer_4731,INV100342,2023-03-02,2023-04-25,2023-05-16,5829.66,1
Customer_7032,INV100502,2023-11-30,2023-12-18,2023-12-27,9105.91,1
Customer_9049,INV100271,2023-02-28,2023-03-18,2023-04-07,7355.92,1
Customer_5140,INV101170,2023-09-23,2023-10-27,2023-11-24,2591.21,1
Customer_5790,INV101124,2023-09-06,2023-10-11,2023-10-26,8978.01,1
Customer_7262,INV100807,2023-01-31,2023-03-07,2023-03-24,4019.75,1
Customer_2531,INV101290,2023-04-05,2023-04-30,2023-05-28,8130.61,1
Customer_1034,INV101275,2023-05-03,2023-05-31,2023-06-05,4390.65,1
Customer_8729,INV100685,2023-03-27,2023-04-19,2023-04-19,3990.51,0
Customer_8629,INV100461,2023-04-07,2023-05-16,2023-06-11,8513.76,1
Customer_1775,INV100467,2023-10-10,2023-11-15,2023-11-11,3573.28,0
Customer_9646,INV101232,2023-10-01,2023-10-22,2023-11-19,4861.88,1
Customer_6870,INV100315,2023-11-03,2023-11-21,2023-11-30,3707.26,1
Customer_1671,INV101022,2023-09-08,2023-10-20,2023-10-29,8820.67,1
Customer_2358,INV100973,2023-07-24,2023-09-07,2023-10-04,2740.44,1
Customer_3937,INV100643,2023-09-27,2023-10-14,2023-10-28,2140.5,1
Customer_9965,INV100991,2023-06-03,2023-07-27,2023-08-11,9949.88,1
Customer_252,INV100898,2023-09-01,2023-10-24,2023-11-12,4431.39,1
Customer_7942,INV100091,2023-06-27,2023-08-08,2023-08-24,5950.35,1
Customer_7938,INV100055,2023-08-27,2023-09-26,2023-10-19,3708.57,1
Customer_9171,INV101004,2023-08-09,2023-09-15,2023-09-15,3993.83,0
Customer_8280,INV101410,2023-04-24,2023-05-20,2023-05-21,3218.69,1
Customer_291,INV100883,2023-05-26,2023-07-10,2023-07-13,8707.99,1
Customer_3465,INV100047,2023-08-14,2023-09-08,2023-10-02,6803.14,1
Customer_6838,INV101367,2023-01-12,2023-02-14,2023-03-02,8898.75,1
Customer_3017,INV101008,2023-05-08,2023-06-08,2023-06-25,1669.58,1
Customer_5794,INV100133,2023-02-15,2023-04-06,2023-04-23,7803.26,1
Customer_1702,INV100867,2023-08-22,2023-10-01,2023-10-12,3640.2,1
Customer_2069,INV101460,2023-09-30,2023-11-16,2023-11-14,5693.4,0
Customer_9783,INV100213,2023-10-02,2023-10-25,2023-11-09,2562.05,1
Customer_5527,INV100110,2023-07-20,2023-09-11,2023-09-14,7056.26,1
Customer_7016,INV100401,2023-03-26,2023-05-10,2023-05-10,3156.35,0
Customer_9054,INV100080,2023-01-02,2023-02-10,2023-02-24,9655.0,1
Customer_9712,INV101486,2023-02-06,2023-04-01,2023-04-12,7860.57,1
Customer_7488,INV100969,2023-03-20,2023-04-28,2023-05-09,7847.15,1
Customer_7931,INV100693,2023-09-02,2023-10-15,2023-10-28,7348.21,1
Customer_1713,INV100901,2023-01-17,2023-03-10,2023-03-25,7858.98,1
Customer_8001,INV100536,2023-02-25,2023-04-08,2023-04-17,6514.5,1
Customer_1285,INV101464,2023-09-22,2023-11-12,2023-11-20,1044.75,1
Customer_4140,INV100331,2023-02-10,2023-03-16,2023-04-08,4427.97,1
Customer_4704,INV100939,2023-05-19,2023-07-03,2023-07-24,3570.98,1
Customer_1575,INV100379,2023-08-22,2023-10-03,2023-10-13,7681.78,1
Customer_3887,INV100628,2023-10-26,2023-11-16,2023-11-27,3820.72,1
Customer_1087,INV100668,2023-11-29,2024-01-04,2024-02-01,7862.82,1
Customer_7231,INV100099,2023-05-28,2023-07-11,2023-08-01,8715.95,1
Customer_265,INV100640,2023-03-19,2023-04-04,2023-04-28,9915.35,1
Customer_1318,INV101146,2023-06-24,2023-08-22,2023-08-29,8360.89,1
Customer_274,INV100975,2023-07-26,2023-09-09,2023-09-14,6056.66,1
Customer_9100,INV100367,2023-10-03,2023-11-15,2023-11-23,2033.46,1
Customer_6800,INV101090,2023-01-29,2023-02-21,2023-02-22,4837.97,1
Customer_7201,INV100457,2023-12-14,2024-01-15,2024-02-06,9981.66,1
Customer_9515,INV100608,2023-09-14,2023-10-19,2023-11-03,4247.8,1
Customer_2020,INV100079,2023-11-12,2023-12-20,2024-01-05,1538.87,1
Customer_4185,INV100553,2023-07-02,2023-08-24,2023-09-09,3660.39,1
Customer_88,INV100281,2023-08-29,2023-10-13,2023-10-29,1770.66,1
Customer_9587,INV100719,2023-11-13,2024-01-10,2024-01-27,2389.73,1
Customer_590,INV100537,2023-08-14,2023-09-16,2023-10-01,3030.22,1
Customer_2098,INV100914,2023-06-22,2023-08-15,2023-09-02,7262.22,1
Customer_6850,INV100787,2023-01-24,2023-02-17,2023-02-25,4051.67,1
Customer_5702,INV100912,2023-09-04,2023-10-10,2023-10-15,1392.35,1
Customer_5928,INV100740,2023-03-28,2023-05-25,2023-05-27,8189.86,1
Customer_7493,INV100802,2023-08-19,2023-09-09,2023-09-21,5721.27,1
Customer_3337,INV100035,2023-07-17,2023-08-21,2023-08-19,9077.35,0
Customer_8897,INV100968,2023-04-19,2023-05-12,2023-05-17,7779.34,1
Customer_7744,INV100718,2023-06-19,2023-07-09,2023-07-16,8469.62,1
Customer_765,INV100117,2023-11-03,2023-11-29,2023-12-01,5249.78,1
Customer_2592,INV100059,2023-02-28,2023-03-20,2023-03-30,4207.44,1
Customer_5711,INV101229,2023-03-14,2023-03-29,2023-03-26,1929.64,0
Customer_4344,INV101406,2023-03-27,2023-04-15,2023-04-19,8546.81,1
Customer_2483,INV101319,2023-09-06,2023-10-18,2023-10-20,4761.26,1
Customer_4438,INV100716,2023-09-12,2023-11-09,2023-12-07,8637.15,1
Customer_8500,INV100323,2023-01-31,2023-03-21,2023-03-25,1119.42,1
Customer_4513,INV100178,2023-01-02,2023-02-01,2023-02-06,1288.16,1
Customer_2484,INV100653,2023-03-18,2023-04-28,2023-05-02,6665.59,1
Customer_2908,INV100193,2023-04-14,2023-05-18,2023-05-24,8431.83,1
Customer_7708,INV100885,2023-05-07,2023-06-15,2023-06-15,7912.78,0
Customer_7374,INV101287,2023-06-30,2023-07-27,2023-08-17,2771.11,1
Customer_7063,INV101339,2023-08-29,2023-09-30,2023-10-07,7952.81,1
Customer_9860,INV100593,2023-10-20,2023-12-17,2023-12-31,2038.85,1
Customer_2770,INV101285,2023-09-29,2023-11-23,2023-12-10,7771.98,1
Customer_7566,INV101227,2023-03-07,2023-05-03,2023-05-17,6972.01,1
Customer_6297,INV101027,2023-11-25,2024-01-20,2024-02-13,2973.39,1
Customer_4080,INV100518,2023-09-26,2023-10-25,2023-11-10,7831.96,1
Customer_2464,INV101038,2023-09-26,2023-10-30,2023-11-14,8616.49,1
Customer_7642,INV100296,2023-08-15,2023-09-03,2023-10-02,2515.47,1
Customer_6085,INV100669,2023-11-02,2023-12-07,2023-12-23,3311.32,1
Customer_5826,INV100707,2023-10-08,2023-11-23,2023-11-28,2283.4,1
Customer_8720,INV100402,2023-06-16,2023-07-17,2023-07-27,6592.46,1
Customer_4442,INV100254,2023-01-28,2023-03-10,2023-03-14,8827.21,1
Customer_8581,INV101133,2023-04-02,2023-05-21,2023-05-25,9626.05,1
Customer_2114,INV101288,2023-01-19,2023-03-09,2023-03-15,6783.22,1
Customer_1730,INV100589,2023-07-27,2023-09-22,2023-09-28,5590.17,1
Customer_6826,INV100325,2023-02-15,2023-04-11,2023-04-29,7689.69,1
Customer_3023,INV100606,2023-09-18,2023-10-19,2023-11-14,3880.5,1
Customer_1578,INV100398,2023-03-30,2023-04-16,2023-04-15,2458.2,0
Customer_1076,INV101019,2023-04-25,2023-06-01,2023-06-23,9680.59,1
Customer_921,INV101016,2023-06-03,2023-07-20,2023-08-18,9602.76,1
Customer_4708,INV101191,2023-07-27,2023-09-17,2023-10-06,7762.35,1
Customer_8501,INV100690,2023-12-02,2024-01-15,2024-02-10,9637.97,1
Customer_3708,INV101073,2023-03-19,2023-05-04,2023-05-22,2175.62,1
Customer_7640,INV100116,2023-04-04,2023-05-11,2023-05-27,8614.03,1
Customer_3187,INV100942,2023-09-14,2023-10-23,2023-11-05,1404.42,1
Customer_36,INV100713,2023-05-17,2023-06-29,2023-07-01,7150.03,1
Customer_9334,INV101226,2023-01-19,2023-02-19,2023-03-03,8267.52,1
Customer_6789,INV100173,2023-06-17,2023-08-06,2023-08-23,1960.42,1
Customer_2523,INV100603,2023-01-10,2023-03-02,2023-03-18,2145.87,1
Customer_6084,INV100673,2023-10-23,2023-11-27,2023-11-25,6350.94,0
Customer_9574,INV100655,2023-11-12,2023-11-29,2023-12-17,9009.67,1
Customer_1263,INV101396,2023-05-01,2023-06-28,2023-07-18,7630.5,1
Customer_4740,INV101478,2023-09-12,2023-11-08,2023-11-18,3066.29,1
Customer_6774,INV101211,2023-11-20,2023-12-09,2023-12-29,9083.06,1
Customer_1347,INV100148,2023-08-15,2023-09-05,2023-09-14,7011.76,1
Customer_7216,INV100120,2023-03-15,2023-04-26,2023-04-25,9912.39,0
Customer_4553,INV101386,2023-02-28,2023-04-12,2023-04-18,6539.58,1
Customer_7485,INV100423,2023-08-16,2023-09-16,2023-09-14,4350.83,0
Customer_2517,INV101105,2023-03-23,2023-04-19,2023-04-19,8136.21,0
Customer_8024,INV101296,2023-02-23,2023-04-18,2023-05-17,3086.61,1
Customer_8341,INV100671,2023-01-19,2023-03-11,2023-03-28,7253.1,1
Customer_5820,INV101132,2023-11-29,2024-01-13,2024-02-10,8646.97,1
Customer_3317,INV100581,2023-08-04,2023-09-09,2023-09-16,4058.44,1
Customer_4903,INV100102,2023-05-05,2023-06-23,2023-07-18,3583.98,1
Customer_9275,INV100272,2023-01-01,2023-02-08,2023-02-26,1305.74,1
Customer_4386,INV100159,2023-12-02,2024-01-12,2024-01-26,8262.09,1
Customer_3684,INV101134,2023-01-01,2023-02-23,2023-03-13,9628.79,1
Customer_4190,INV100422,2023-06-03,2023-06-26,2023-07-02,6338.02,1
Customer_3006,INV100087,2023-05-11,2023-06-28,2023-07-24,1345.83,1
Customer_3130,INV100728,2023-06-25,2023-08-12,2023-09-03,4760.3,1
Customer_2945,INV101123,2023-03-17,2023-05-10,2023-05-25,2391.08,1
Customer_333,INV100409,2023-08-26,2023-09-12,2023-09-22,9119.75,1
Customer_8922,INV101338,2023-08-06,2023-09-10,2023-09-05,6707.71,0
Customer_4582,INV101228,2023-06-16,2023-07-08,2023-07-18,2362.25,1
Customer_9808,INV100932,2023-12-02,2024-01-19,2024-02-04,8316.14,1
Customer_5026,INV100340,2023-04-30,2023-06-07,2023-06-03,5235.33,0
Customer_1965,INV100744,2023-11-17,2024-01-02,2023-12-31,5407.35,0
Customer_2678,INV100031,2023-09-22,2023-10-25,2023-11-11,4246.73,1
Customer_7578,INV100830,2023-06-09,2023-07-26,2023-08-05,4199.14,1
Customer_217,INV101271,2023-07-06,2023-08-20,2023-09-04,3668.59,1
Customer_8694,INV100282,2023-09-27,2023-10-27,2023-11-07,1847.53,1
Customer_761,INV100644,2023-04-14,2023-05-03,2023-05-25,7597.22,1
Customer_6163,INV100297,2023-10-21,2023-12-18,2024-01-05,7907.46,1
Customer_6967,INV100721,2023-12-11,2024-01-02,2024-01-23,5862.65,1
Customer_4210,INV100546,2023-08-25,2023-09-25,2023-09-27,4691.47,1
Customer_2707,INV101166,2023-02-10,2023-03-09,2023-03-28,3185.98,1
Customer_9088,INV100701,2023-10-27,2023-12-12,2023-12-10,4876.85,0
Customer_7438,INV100090,2023-02-19,2023-04-15,2023-04-17,5704.28,1
Customer_4023,INV101035,2023-01-08,2023-02-17,2023-02-23,6937.71,1
Customer_3379,INV100780,2023-08-15,2023-09-16,2023-09-26,8047.89,1
Customer_3257,INV100647,2023-02-23,2023-03-11,2023-03-15,8948.2,1
Customer_1245,INV101354,2023-01-01,2023-02-03,2023-02-22,8647.08,1
Customer_349,INV100600,2023-07-19,2023-09-04,2023-09-28,4636.72,1
Customer_5950,INV101379,2023-09-20,2023-11-14,2023-11-09,3859.84,0
Customer_2335,INV101278,2023-06-28,2023-07-15,2023-07-10,9619.34,0
Customer_3535,INV101475,2023-09-07,2023-09-30,2023-09-28,3313.05,0
Customer_7894,INV100934,2023-04-02,2023-05-08,2023-05-04,7804.64,0
Customer_5090,INV100833,2023-08-11,2023-10-08,2023-10-04,3198.07,0
Customer_6790,INV100217,2023-04-17,2023-06-03,2023-06-30,2264.48,1
Customer_5196,INV100235,2023-05-25,2023-06-20,2023-06-30,6142.28,1
Customer_1851,INV100652,2023-02-22,2023-04-05,2023-04-05,8628.17,0
Customer_5665,INV100265,2023-01-23,2023-02-23,2023-03-13,9028.27,1
Customer_2926,INV100372,2023-03-28,2023-04-18,2023-04-13,8999.96,0
Customer_9102,INV100539,2023-03-08,2023-04-14,2023-04-10,5275.83,0
Customer_2545,INV100058,2023-01-25,2023-03-11,2023-03-07,3891.17,0
Customer_8343,INV101416,2023-07-16,2023-08-20,2023-09-03,3490.48,1
Customer_9170,INV101463,2023-12-19,2024-01-31,2024-02-12,2149.68,1
Customer_6045,INV100686,2023-11-20,2024-01-13,2024-01-24,9106.53,1
Customer_6496,INV100500,2023-02-07,2023-03-27,2023-04-16,6216.92,1
Customer_1683,INV100680,2023-07-28,2023-08-23,2023-09-18,2175.5,1
Customer_7487,INV100011,2023-07-26,2023-09-01,2023-09-03,3269.8,1
Customer_7300,INV101205,2023-08-23,2023-10-09,2023-11-04,7344.73,1
Customer_8492,INV101254,2023-09-22,2023-10-15,2023-10-15,9139.39,0
Customer_7654,INV101103,2023-08-09,2023-09-07,2023-09-29,4665.98,1
Customer_7228,INV100261,2023-04-18,2023-05-16,2023-05-15,5196.73,0
Customer_1688,INV101426,2023-09-30,2023-10-31,2023-11-16,8286.29,1
Customer_2515,INV101130,2023-01-12,2023-02-01,2023-02-16,5241.74,1
Customer_9189,INV100096,2023-12-02,2023-12-17,2024-01-05,9811.93,1
Customer_735,INV100163,2023-05-02,2023-06-01,2023-06-12,5820.53,1
Customer_8764,INV100749,2023-06-12,2023-07-18,2023-08-01,3915.15,1
Customer_3473,INV100468,2023-09-30,2023-11-12,2023-12-08,4844.42,1
Customer_965,INV100764,2023-02-09,2023-03-22,2023-04-05,8235.49,1
Customer_8262,INV101116,2023-02-02,2023-03-20,2023-03-31,7313.42,1
Customer_4398,INV100388,2023-08-30,2023-10-26,2023-10-26,2093.96,0
